brand,model,year,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,drive_type,seating_capacity,body_type,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,country_of_origin,market_segment,annual_sales_units,customer_rating,warranty_years,price_per_kwh,efficiency,power_to_weight,cluster
BYD,Atto 3,2024,Long Range,47823.41,77.2,258.0,118.3,4.47,182.0,535.0,460.0,RWD,7,Coupe,33.5,1500.0,5,0,China,Mid-range,108045.0,3.61,4.0,619.4742227979275,3.3419689119170983,356.6666666666667,1
Tesla,Model S,2023,Performance,65004.86,111.0,405.0,260.3,3.66,200.0,448.0,345.0,RWD,7,Truck,71.3,2744.0,4,3,US,Premium,208805.0,4.260000000000001,4.0,585.6293693693693,3.6486486486486487,163.26530612244898,0
BYD,Qin,2024,Standard,21712.4,83.3,307.0,77.1,5.75,171.0,190.0,200.0,RWD,5,Van,78.2,1628.0,4,0,China,Budget,169389.0,3.37,3.0,260.6530612244898,3.6854741896758703,116.70761670761672,1
Ford,Explorer EV,2024,Base,53737.95,61.5,226.0,78.1,7.47,152.0,555.0,526.0,RWD,7,Sedan,32.6,1500.0,3,1,US,Mid-range,62660.0,3.28,3.0,873.7878048780487,3.67479674796748,370.0,1
Mercedes,GLE EV,2026,Standard,68994.81,48.5,168.0,130.2,6.02,157.0,287.0,240.0,FWD,7,Van,60.2,1568.0,5,1,Germany,Premium,79213.0,3.77,6.5,1422.5734020618556,3.463917525773196,183.03571428571428,1
Tesla,Model Y,2024,Base,105607.38,44.4,150.0,201.0,6.21,163.0,784.0,689.0,FWD,7,Van,79.8,1500.0,4,2,US,Luxury,385830.5,3.52,5.0,2378.544594594595,3.3783783783783785,522.6666666666666,1
Hyundai,i30,2025,Performance,97964.98,106.9,392.0,183.9,3.92,192.0,1000.0,914.0,RWD,7,Truck,59.8,2842.0,4,0,South Korea,Premium,98285.0,3.82,3.0,916.4170252572496,3.6669784845650137,351.8648838845883,0
Volkswagen,ID. Buzz,2025,Standard,60229.21,40.6,150.0,137.8,7.86,145.0,580.0,569.0,FWD,7,SUV,45.9,2260.0,5,1,Germany,Mid-range,215577.0,3.2,4.0,1483.4780788177338,3.694581280788177,256.6371681415929,1
BYD,Leaf 50X,2025,Premium,41881.7,82.8,280.0,147.0,7.2,138.0,459.0,427.0,AWD,7,SUV,61.7,2237.0,4,1,China,Mid-range,128802.0,3.46,3.0,505.8176328502415,3.3816425120772946,205.18551631649527,1
Tesla,Model 3,2024,Long Range,138760.96,99.4,376.0,338.9,5.24,175.0,1000.0,928.0,FWD,5,Sedan,19.9,1500.0,5,2,US,Luxury,204411.0,3.95,5.0,1395.9855130784706,3.782696177062374,666.6666666666666,0
BYD,Atto 3,2025,Long Range,90653.56,81.3,304.0,52.5,5.38,164.0,1000.0,895.0,FWD,5,Van,64.0,1500.0,5,0,China,Premium,227338.0,3.64,4.0,1115.049938499385,3.739237392373924,666.6666666666666,0
NIO,EL8,2022,Base,53544.18,45.0,186.0,121.5,5.72,172.0,279.0,237.0,AWD,7,SUV,40.8,1956.0,4,1,China,Mid-range,10495.0,3.38,5.0,1189.8706666666667,4.133333333333334,142.63803680981596,1
BYD,Dolphin,2025,Long Range,27390.16,86.0,278.0,137.3,4.17,187.0,321.0,285.0,AWD,7,Coupe,19.8,1616.0,4,0,China,Budget,146828.0,3.67,4.0,318.49023255813955,3.232558139534884,198.63861386138612,1
Hyundai,Ioniq 5,2025,Long Range,94028.85,102.7,334.0,104.5,4.08,194.0,1000.0,949.0,AWD,5,SUV,55.4,2407.0,4,1,South Korea,Premium,71912.0,3.59,3.0,915.5681596884128,3.252190847127556,415.4549231408392,0
GM/Chevrolet,Bolt EV,2025,Premium,59620.99,44.8,150.0,111.3,7.42,142.0,825.0,763.0,RWD,7,Coupe,20.1,1744.0,5,0,US,Mid-range,21979.0,3.27,4.0,1330.8256696428573,3.348214285714286,473.05045871559633,1
Volkswagen,ID. Buzz,2025,Performance,78713.93,85.5,300.0,199.7,2.86,200.0,812.0,761.0,AWD,5,Truck,60.2,2608.0,4,0,Germany,Premium,216549.0,3.66,4.0,920.630760233918,3.508771929824561,311.3496932515337,0
Fisker,Ocean,2022,Long Range,59484.88,82.4,287.0,106.0,5.72,163.0,389.0,407.0,RWD,7,Hatchback,19.8,1611.0,5,0,US,Mid-range,23860.0,3.43,5.0,721.9038834951456,3.483009708737864,241.4649286157666,1
Toyota,bZ4X,2025,Performance,62345.64,105.4,377.0,208.3,2.75,200.0,708.0,618.0,AWD,5,Truck,68.7,2450.0,5,0,Japan,Mid-range,15819.0,4.18,3.0,591.5146110056926,3.57685009487666,288.9795918367347,0
BYD,Dolphin,2023,Performance,33904.31,91.8,310.0,177.7,3.62,200.0,356.0,315.0,RWD,5,Sedan,33.1,1623.0,4,2,China,Budget,106140.0,3.65,3.0,369.3279956427015,3.376906318082789,219.3468884781269,0
Hyundai,Kona Electric,2025,Long Range,40497.64,109.0,417.0,73.7,4.97,177.0,340.0,302.0,AWD,7,SUV,41.8,2284.0,3,1,South Korea,Mid-range,61921.0,3.92,3.0,371.5379816513761,3.8256880733944953,148.86164623467602,0
BYD,Seagull,2023,Long Range,77902.26,85.2,288.0,67.0,4.19,183.0,837.0,747.0,AWD,5,SUV,54.1,1861.0,5,1,China,Premium,177211.0,3.38,3.0,914.3457746478872,3.380281690140845,449.7581945190758,0
Tesla,Model S,2025,Standard,67489.81,67.1,239.0,339.9,6.73,146.0,480.0,402.0,RWD,5,Coupe,28.4,1692.0,4,2,US,Premium,226745.0,3.61,5.0,1005.809388971684,3.5618479880774965,283.6879432624113,1
Kia,Sportage EV,2025,Performance,99993.15,93.7,336.0,154.0,3.15,196.0,1000.0,897.0,RWD,5,SUV,39.6,2114.0,4,1,South Korea,Premium,52100.0,3.59,3.0,1067.1627534685165,3.585912486659552,473.0368968779565,0
Hyundai,Ioniq,2024,Base,29445.04,64.2,222.0,133.0,5.4,173.0,180.0,200.0,FWD,7,Hatchback,30.7,1684.0,5,2,South Korea,Budget,53245.0,3.2,3.0,458.6454828660436,3.457943925233645,106.88836104513064,1
BYD,Dolphin,2023,Standard,50127.13,47.6,150.0,55.7,6.75,140.0,584.0,556.0,FWD,7,Sedan,29.6,1618.0,4,1,China,Mid-range,176192.0,3.19,4.0,1053.0909663865546,3.1512605042016806,360.9394313967861,1
BYD,Max,2023,Premium,29372.26,77.0,257.0,100.3,7.52,129.0,322.0,336.0,AWD,5,Hatchback,34.5,1500.0,4,0,China,Budget,240988.0,3.46,4.0,381.457922077922,3.3376623376623376,214.66666666666669,1
Hyundai,i30,2025,Base,51159.74,75.6,278.0,128.5,6.46,153.0,573.0,520.0,AWD,5,Van,79.0,1683.0,5,1,South Korea,Mid-range,89226.0,3.67,4.0,676.7161375661376,3.6772486772486777,340.4634581105169,1
Porsche,Taycan,2024,Premium,142936.98,54.2,186.0,345.0,7.83,130.0,677.0,554.0,RWD,5,SUV,67.8,2128.0,5,2,Germany,Luxury,23751.0,3.87,5.0,2637.213653136532,3.431734317343173,318.13909774436087,1
BYD,Qin,2024,Performance,99381.36,80.7,289.0,159.7,2.61,200.0,1000.0,891.0,AWD,5,Truck,68.3,2757.0,4,0,China,Premium,152043.0,3.48,4.0,1231.4914498141263,3.581164807930607,362.7130939426913,0
BMW,i3,2024,Premium,109123.19,75.8,284.0,68.8,7.25,136.0,922.0,817.0,AWD,5,Van,68.9,1611.0,5,1,Germany,Luxury,54152.0,3.63,6.5,1439.6199208443272,3.746701846965699,572.3153320918684,1
Ford,F-150 Lightning,2026,Standard,51712.72,44.2,150.0,136.7,5.73,160.0,475.0,390.0,RWD,4,Truck,59.7,2391.0,4,0,US,Mid-range,26384.0,3.09,5.0,1169.9710407239818,3.3936651583710407,198.6616478460895,1
BYD,Seagull,2024,Base,19470.99,82.7,291.0,127.9,6.57,159.0,204.0,201.0,FWD,5,Truck,68.2,2552.0,3,1,China,Budget,210937.0,3.48,3.0,235.44123337363968,3.5187424425634823,79.9373040752351,1
GM/Chevrolet,Blazer EV,2025,Standard,46970.49,53.9,191.0,61.9,5.21,174.0,476.0,426.0,AWD,7,SUV,45.1,1866.0,4,1,US,Mid-range,6914.0,3.21,4.0,871.4376623376623,3.5435992578849724,255.09110396570205,1
Volkswagen,ID. Buzz,2025,Long Range,93619.57,83.5,289.0,76.7,5.01,172.0,1000.0,912.0,RWD,5,Sedan,19.6,1697.0,5,1,Germany,Premium,222583.0,3.38,3.0,1121.1924550898204,3.461077844311377,589.2751915144372,0
BMW,iX,2025,Long Range,124852.49,85.3,324.0,119.3,5.97,158.0,1000.0,865.0,FWD,7,Sedan,24.9,1872.0,3,1,Germany,Luxury,51096.0,3.39,6.5,1463.6868698710434,3.798358733880422,534.1880341880342,0
BMW,i5,2025,Standard,97046.62,60.0,209.0,79.6,7.79,131.0,788.0,683.0,AWD,5,Hatchback,18.3,1510.0,5,2,Germany,Premium,66065.0,3.41,5.0,1617.4436666666666,3.4833333333333334,521.8543046357615,1
Hyundai,Ioniq,2021,Premium,81529.22,52.0,173.0,132.4,5.26,175.0,1000.0,933.0,AWD,5,Truck,70.7,2400.0,4,0,South Korea,Premium,137712.0,3.33,4.0,1567.8696153846154,3.326923076923077,416.6666666666667,1
Tesla,Model 3,2023,Premium,123494.48,79.1,283.0,211.3,5.34,175.0,888.0,781.0,AWD,7,SUV,68.9,2083.0,5,3,US,Luxury,228731.0,3.4,4.0,1561.245006321113,3.5777496839443743,426.3082093134902,0
Mercedes,GLE EV,2024,Premium,167624.71375,41.1,160.0,133.6,7.92,136.0,1000.0,932.0,RWD,5,Hatchback,39.6,1581.0,3,1,Germany,Luxury,69583.0,3.65,6.5,4078.460188564477,3.89294403892944,632.5110689437066,1
BYD,Qin,2021,Standard,47541.74,75.3,274.0,83.8,7.74,133.0,520.0,490.0,FWD,5,SUV,46.0,2063.0,3,1,China,Mid-range,230454.0,3.4,5.0,631.3644090305445,3.638778220451528,252.06010664081435,1
Tesla,Model S,2022,Long Range,133033.76,83.6,310.0,331.6,4.49,181.0,932.0,846.0,AWD,7,Coupe,34.0,1500.0,5,2,US,Luxury,213496.0,3.81,5.0,1591.312918660287,3.708133971291866,621.3333333333333,0
Tesla,Model X,2023,Premium,41055.46,66.5,234.0,322.9,5.98,157.0,305.0,223.0,AWD,5,Truck,57.8,2601.0,5,3,US,Mid-range,203412.0,3.84,4.0,617.3753383458646,3.518796992481203,117.2625913110342,1
Kia,EV6,2022,Base,59652.7,67.9,238.0,84.3,5.99,156.0,588.0,557.0,RWD,5,SUV,64.2,1917.0,5,0,South Korea,Mid-range,145797.0,3.55,3.0,878.5375552282768,3.5051546391752573,306.7292644757433,1
BMW,i4,2023,Long Range,76874.69,96.7,338.0,51.5,5.84,159.0,528.0,453.0,AWD,7,Sedan,23.8,1596.0,5,2,Germany,Premium,29925.0,3.89,5.0,794.9812823164426,3.495346432264736,330.8270676691729,1
Tesla,Model Y,2024,Standard,31623.12,77.5,246.0,331.8,5.59,165.0,161.0,200.0,FWD,7,Hatchback,28.0,1500.0,5,2,US,Budget,385830.5,3.75,5.0,408.04025806451614,3.174193548387097,107.33333333333334,1
BYD,Leaf 50X,2024,Base,77144.36,70.9,259.0,60.7,7.34,137.0,850.0,788.0,FWD,5,Hatchback,22.8,1656.0,4,0,China,Premium,140199.0,3.58,5.0,1088.072778561354,3.653032440056417,513.2850241545893,1
BMW,i5,2023,Base,58951.66,72.4,252.0,112.7,5.44,167.0,253.0,248.0,FWD,5,Van,63.5,1615.0,5,1,Germany,Mid-range,20422.0,3.39,6.5,814.2494475138121,3.480662983425414,156.656346749226,1
GM/Chevrolet,Blazer EV,2022,Base,24572.41,46.5,182.0,128.7,5.73,168.0,150.0,200.0,AWD,7,Truck,60.8,2500.0,4,1,US,Budget,9346.0,3.53,3.0,528.4389247311827,3.913978494623656,60.0,1
Volkswagen,ID.4,2025,Premium,67323.21,57.6,187.0,141.0,5.46,172.0,684.0,618.0,RWD,5,Van,64.2,1500.0,5,0,Germany,Premium,295974.0,3.47,5.0,1168.8057291666669,3.2465277777777777,456.0,1
NIO,ET6,2025,Long Range,108463.22,80.0,263.0,101.8,4.01,200.0,1000.0,882.0,FWD,7,SUV,41.2,1856.0,3,1,China,Luxury,18130.0,3.2,4.0,1355.79025,3.2875,538.7931034482759,0
BYD,Leaf 50X,2024,Standard,55111.29,68.4,223.0,87.6,5.3,171.0,566.0,572.0,RWD,5,Hatchback,25.2,1630.0,4,1,China,Mid-range,112631.0,3.46,5.0,805.7206140350877,3.260233918128655,347.23926380368096,1
Rivian,R3,2023,Performance,104608.91,116.3,395.0,220.2,3.1,200.0,1000.0,932.0,RWD,7,Sedan,15.8,1647.0,5,1,US,Luxury,4453.0,3.72,4.0,899.474720550301,3.3963886500429923,607.164541590771,0
Audi,e-tron GT,2026,Performance,126813.57,114.9,393.0,230.5,4.2,190.0,1000.0,899.0,AWD,5,Sedan,21.8,1634.0,5,1,Germany,Luxury,35466.0,3.84,6.5,1103.6864229765013,3.4203655352480418,611.9951040391677,0
BYD,Atto 3,2026,Premium,102365.27,40.6,150.0,99.9,5.22,182.0,1000.0,960.0,RWD,5,Sedan,35.5,1770.0,4,1,China,Luxury,112568.0,3.22,4.0,2521.312068965517,3.694581280788177,564.9717514124294,1
BMW,i5,2025,Premium,71335.77,45.4,168.0,70.7,7.21,143.0,436.0,426.0,RWD,7,Hatchback,25.4,1688.0,4,2,Germany,Premium,26069.0,3.19,6.5,1571.2724669603526,3.7004405286343616,258.29383886255926,1
Ford,E-Transit,2026,Performance,52666.03,83.7,310.0,230.2,3.27,197.0,496.0,444.0,AWD,5,SUV,59.5,1927.0,5,1,US,Mid-range,76169.0,3.67,4.0,629.2237753882915,3.703703703703704,257.39491437467564,0
Kia,EV9,2024,Premium,65472.17,78.2,224.0,99.0,7.54,133.0,716.0,680.0,AWD,5,SUV,55.0,2132.0,4,0,South Korea,Premium,60682.0,3.3,3.0,837.2400255754475,2.864450127877238,335.83489681050656,1
Hyundai,i30,2022,Standard,35583.1,60.1,220.0,137.7,5.87,157.0,272.0,230.0,FWD,5,Sedan,19.6,1500.0,5,0,South Korea,Mid-range,116403.0,3.38,3.0,592.0648918469218,3.660565723793677,181.33333333333331,1
BYD,Dolphin,2025,Base,62107.84,82.5,291.0,96.3,7.45,142.0,648.0,600.0,RWD,5,Truck,77.2,2468.0,4,0,China,Mid-range,129397.0,3.55,5.0,752.822303030303,3.527272727272728,262.5607779578606,1
Tesla,Model S,2024,Performance,119857.21,83.5,307.0,348.4,3.03,200.0,861.0,780.0,AWD,5,Truck,74.1,2510.0,4,2,US,Luxury,142701.0,4.14,5.0,1435.4156886227545,3.676646706586826,343.0278884462151,0
Audi,e-tron GT,2025,Long Range,70111.18,75.6,262.0,143.3,5.27,166.0,375.0,380.0,FWD,5,Coupe,18.0,1548.0,3,1,Germany,Premium,79614.0,3.53,5.0,927.3965608465608,3.465608465608466,242.24806201550388,1
Audi,Q6 e-tron,2025,Premium,138510.75,62.7,204.0,124.6,7.99,133.0,1000.0,963.0,RWD,5,Coupe,37.2,1588.0,4,1,Germany,Luxury,58972.0,3.24,6.0,2209.102870813397,3.253588516746411,629.7229219143576,1
BMW,iX,2023,Base,90267.93,63.0,260.0,67.1,5.59,172.0,713.0,591.0,AWD,5,Hatchback,24.7,1500.0,4,1,Germany,Premium,26056.0,3.46,5.0,1432.8242857142857,4.126984126984127,475.3333333333333,1
BYD,Max,2020,Base,67729.77,44.2,157.0,50.1,7.68,137.0,692.0,628.0,RWD,7,Truck,60.1,2386.0,4,0,China,Premium,160145.0,3.2,4.0,1532.347737556561,3.5520361990950224,290.0251466890193,1
BYD,Yuan Plus,2022,Standard,27939.32,56.5,182.0,129.8,7.12,141.0,254.0,200.0,AWD,7,SUV,68.5,1964.0,5,0,China,Budget,100593.0,3.2,4.0,494.5012389380531,3.221238938053097,129.32790224032587,1
GM/Chevrolet,Bolt EUV,2026,Long Range,70455.09,97.8,367.0,125.7,5.21,173.0,972.0,860.0,RWD,5,Truck,76.8,2305.0,4,0,US,Premium,1598.0,3.6,5.0,720.3996932515337,3.752556237218814,421.6919739696313,0
Audi,Q6 e-tron,2025,Long Range,97248.51,90.6,304.0,80.3,5.49,168.0,720.0,612.0,RWD,5,Van,75.7,1500.0,5,1,Germany,Premium,46587.0,3.19,6.0,1073.3831125827817,3.355408388520972,480.0,0
Ford,Explorer EV,2024,Performance,105603.42,114.4,427.0,181.6,3.18,200.0,1000.0,860.0,AWD,5,Van,72.4,2052.0,4,0,US,Luxury,31600.0,4.03,5.0,923.106818181818,3.7325174825174825,487.3294346978557,0
BMW,iX,2025,Standard,55554.9,41.7,151.0,100.9,5.73,173.0,203.0,200.0,AWD,5,Van,73.3,1646.0,5,2,Germany,Mid-range,69514.0,3.1,6.5,1332.251798561151,3.621103117505995,123.32928311057108,1
Tesla,Cybertruck,2026,Base,50614.31,85.0,304.0,267.0,6.34,152.0,315.0,263.0,RWD,7,Truck,66.2,2227.0,5,2,US,Mid-range,175527.0,4.02,4.0,595.4624705882353,3.5764705882352943,141.4458913336327,1
Tesla,Model Y,2025,Base,42292.45,67.3,240.0,307.7,6.74,159.0,313.0,323.0,RWD,7,Truck,79.8,2648.0,4,2,US,Mid-range,385830.5,3.66,5.0,628.4167904903418,3.566121842496285,118.202416918429,1
Audi,Q4 e-tron,2026,Long Range,94110.46,90.4,323.0,138.2,4.41,188.0,644.0,602.0,FWD,5,Sedan,33.7,1508.0,4,1,Germany,Premium,38660.0,3.57,6.5,1041.0449115044248,3.573008849557522,427.0557029177719,0
Kia,EV9,2025,Standard,77483.58,46.2,176.0,60.3,7.19,133.0,950.0,840.0,FWD,5,SUV,60.7,1989.0,3,1,South Korea,Premium,116585.0,3.02,4.0,1677.1337662337662,3.809523809523809,477.6269482151835,1
Tesla,Model Y,2022,Long Range,112382.86,81.9,270.0,243.2,5.21,182.0,816.0,719.0,FWD,5,Coupe,25.1,1583.0,4,2,US,Luxury,385830.5,3.77,4.0,1372.196092796093,3.2967032967032965,515.4769425142135,0
Tesla,Model X,2025,Premium,112066.22,43.2,167.0,297.1,7.91,134.0,825.0,749.0,FWD,5,Van,75.0,1720.0,4,2,US,Luxury,245565.0,3.75,4.0,2594.125462962963,3.865740740740741,479.6511627906977,1
BMW,i7,2024,Long Range,93724.2,100.0,326.0,91.1,4.44,188.0,725.0,651.0,AWD,7,Van,72.2,1614.0,4,1,Germany,Premium,36760.0,3.63,6.0,937.242,3.26,449.19454770755885,0
Tesla,Cybertruck,2021,Base,98646.08,76.0,242.0,326.8,7.18,143.0,690.0,602.0,RWD,5,Truck,52.0,2415.0,5,2,US,Premium,235244.0,3.9,6.0,1297.9747368421054,3.1842105263157894,285.7142857142857,1
Kia,EV6,2021,Long Range,66633.95,75.1,272.0,109.4,5.22,170.0,795.0,688.0,AWD,7,Coupe,29.0,1500.0,5,0,South Korea,Premium,57850.0,3.25,5.0,887.2696404793609,3.621837549933423,530.0,0
GM/Chevrolet,Silverado EV,2026,Performance,65284.93,116.3,439.0,241.3,4.25,186.0,776.0,701.0,AWD,7,Coupe,19.8,1566.0,4,0,US,Premium,25704.0,4.19,4.0,561.3493551160791,3.774720550300946,495.5300127713921,0
BMW,i3,2023,Premium,137951.81,60.1,220.0,71.2,6.56,152.0,1000.0,895.0,RWD,7,Hatchback,22.7,1654.0,4,1,Germany,Luxury,26110.0,3.46,6.5,2295.3712146422627,3.660565723793677,604.5949214026602,1
BYD,Seagull,2024,Standard,32276.7,53.8,220.0,127.9,7.3,142.0,314.0,266.0,RWD,5,Hatchback,18.5,1646.0,5,0,China,Budget,236029.0,3.7,4.0,599.9386617100372,4.089219330855019,190.7654921020656,1
GM/Chevrolet,Bolt EV,2024,Standard,61070.92,75.7,280.0,76.8,6.23,156.0,808.0,740.0,AWD,7,Hatchback,25.2,1883.0,5,0,US,Mid-range,2434.0,3.31,4.0,806.7492734478203,3.698811096433289,429.10249601699417,1
BYD,Seagull,2025,Base,67469.58,57.5,191.0,57.3,7.8,138.0,780.0,688.0,AWD,7,Hatchback,21.2,1654.0,4,1,China,Premium,179136.0,3.46,4.0,1173.384,3.3217391304347825,471.5840386940749,1
BYD,Seagull,2025,Long Range,48990.53,99.3,357.0,57.3,5.58,156.0,540.0,454.0,RWD,5,SUV,58.2,2202.0,4,1,China,Mid-range,211809.0,3.67,4.0,493.3588116817724,3.595166163141994,245.2316076294278,1
GM/Chevrolet,Bolt EV,2024,Base,56305.37,52.0,170.0,83.9,6.49,149.0,652.0,577.0,AWD,5,Van,61.8,1500.0,4,1,US,Mid-range,2728.0,3.2,5.0,1082.795576923077,3.269230769230769,434.6666666666666,1
BMW,i5,2021,Standard,94181.96,40.8,160.0,97.4,5.01,176.0,738.0,659.0,AWD,7,Coupe,38.6,1626.0,5,1,Germany,Premium,79673.0,3.08,6.5,2308.38137254902,3.9215686274509807,453.8745387453874,1
Mercedes,GLE EV,2025,Long Range,122338.76,85.1,270.0,58.6,4.0,193.0,741.0,661.0,FWD,7,Hatchback,16.6,1843.0,3,2,Germany,Luxury,52641.0,4.06,6.5,1437.588249118684,3.1727379553466517,402.0618556701031,0
BMW,i3,2023,Standard,67705.12,63.0,239.0,65.7,5.05,176.0,410.0,318.0,AWD,5,Coupe,27.6,1770.0,5,2,Germany,Premium,68305.0,3.3,6.5,1074.6844444444444,3.7936507936507935,231.63841807909608,1
Kia,EV6,2024,Standard,44920.54,57.9,198.0,78.6,7.88,122.0,391.0,344.0,FWD,5,Truck,68.8,2615.0,5,1,South Korea,Mid-range,145791.0,3.0,5.0,775.8297063903282,3.4196891191709846,149.52198852772466,1
Tesla,Cybertruck,2024,Premium,47891.48,42.5,164.0,276.3,5.16,175.0,346.0,313.0,FWD,7,Truck,74.0,2335.0,3,2,US,Mid-range,118665.0,3.65,6.0,1126.8583529411765,3.8588235294117648,148.17987152034263,1
Volkswagen,ID.5,2022,Premium,62108.39,82.1,268.0,60.6,7.01,137.0,637.0,524.0,FWD,7,SUV,38.0,1760.0,5,0,Germany,Mid-range,222675.0,3.19,5.0,756.4968331303289,3.2643118148599277,361.9318181818182,1
BYD,Qin,2023,Standard,36044.93,74.5,251.0,96.5,7.83,127.0,336.0,291.0,FWD,5,Truck,64.3,2600.0,4,0,China,Mid-range,117310.0,3.57,5.0,483.8245637583893,3.3691275167785237,129.23076923076923,1
Fisker,Ronin,2024,Premium,67456.63,41.7,150.0,55.2,5.69,169.0,509.0,469.0,AWD,5,Coupe,16.5,1631.0,4,1,US,Premium,20333.0,3.29,4.0,1617.6649880095924,3.597122302158273,312.0784794604537,1
Audi,Q4 e-tron,2025,Base,81941.39,40.2,150.0,138.2,5.44,166.0,495.0,468.0,RWD,5,Coupe,35.5,1693.0,5,2,Germany,Premium,77358.0,3.0,6.5,2038.3430348258703,3.731343283582089,292.3803898405198,1
BMW,i4,2026,Performance,133852.24,84.9,318.0,197.1,2.9,200.0,1000.0,904.0,AWD,5,Truck,55.0,2197.0,4,2,Germany,Luxury,50521.0,3.46,6.5,1576.587043580683,3.745583038869258,455.1661356395084,0
Ford,Mustang Mach-E,2025,Standard,56042.09,79.5,293.0,130.2,6.05,157.0,541.0,501.0,RWD,5,SUV,66.9,2215.0,3,0,US,Mid-range,69874.0,3.35,4.0,704.9319496855345,3.6855345911949686,244.24379232505643,1
Hyundai,Ioniq 5,2024,Long Range,83570.15,78.5,258.0,51.5,4.33,189.0,1000.0,924.0,AWD,5,Coupe,17.0,1794.0,5,1,South Korea,Premium,145959.0,3.37,4.0,1064.587898089172,3.286624203821656,557.4136008918617,0
Kia,Picanto EV,2022,Performance,111175.38,89.2,319.0,178.4,3.67,190.0,1000.0,964.0,RWD,5,Hatchback,18.8,1538.0,5,1,South Korea,Luxury,51798.0,3.75,5.0,1246.3607623318385,3.5762331838565022,650.1950585175553,0
Hyundai,Ioniq 5,2025,Base,61128.92,46.1,180.0,80.3,6.4,153.0,706.0,583.0,RWD,5,Van,78.0,1903.0,5,0,South Korea,Mid-range,110095.0,3.32,3.0,1326.0069414316702,3.9045553145336234,370.99316868102994,1
GM/Chevrolet,Equinox EV,2025,Standard,32070.17,44.1,158.0,62.7,6.07,161.0,279.0,261.0,AWD,5,SUV,66.1,2020.0,4,0,US,Budget,1331.0,3.29,3.0,727.2147392290249,3.582766439909297,138.11881188118812,1
BYD,Yuan Plus,2024,Premium,107358.88,58.4,205.0,140.8,7.41,132.0,1000.0,888.0,FWD,7,Coupe,27.3,1661.0,3,1,China,Luxury,110469.0,3.56,4.0,1838.33698630137,3.51027397260274,602.0469596628537,1
BMW,i5,2025,Performance,132666.58,82.0,299.0,208.4,3.52,194.0,1000.0,873.0,AWD,7,Van,68.2,1817.0,5,1,Germany,Luxury,71584.0,3.74,6.0,1617.8851219512194,3.6463414634146334,550.357732526142,0
NIO,EL6,2022,Standard,69452.42,47.9,170.0,63.1,7.3,147.0,514.0,452.0,FWD,5,Sedan,22.3,1500.0,5,0,China,Premium,28334.0,3.19,5.0,1449.9461377870564,3.549060542797495,342.6666666666667,1
Toyota,bZ4X,2023,Base,53579.07,65.5,233.0,141.2,7.84,133.0,505.0,443.0,FWD,7,Coupe,36.5,1576.0,4,0,Japan,Mid-range,16544.0,3.42,4.0,818.0010687022901,3.5572519083969465,320.43147208121826,1
Rivian,R3,2023,Standard,81874.34,83.6,317.0,132.5,5.17,177.0,866.0,733.0,AWD,5,Sedan,37.9,1668.0,4,1,US,Premium,1989.0,3.61,4.0,979.358133971292,3.7918660287081343,519.1846522781774,0
Rivian,R2,2024,Standard,84156.92,68.4,226.0,117.0,5.22,165.0,931.0,808.0,FWD,5,Coupe,39.2,1500.0,4,0,US,Premium,29685.0,3.44,4.0,1230.36432748538,3.3040935672514617,620.6666666666667,0
Volkswagen,ID.5,2024,Base,39960.53,63.9,252.0,56.8,5.58,165.0,316.0,259.0,AWD,5,Sedan,19.7,1793.0,4,0,Germany,Mid-range,212818.0,3.48,3.0,625.360406885759,3.943661971830986,176.24093697713332,1
Fisker,Ronin,2024,Long Range,115878.52,94.5,334.0,67.6,5.43,166.0,983.0,908.0,AWD,7,Truck,75.5,2039.0,4,1,US,Luxury,6077.0,3.64,5.0,1226.2277248677249,3.5343915343915344,482.0990681706719,0
Toyota,bZ Compact SUV,2024,Long Range,64461.76,85.4,288.0,86.3,4.5,180.0,774.0,731.0,FWD,7,SUV,64.4,2334.0,4,2,Japan,Mid-range,1214.0,3.76,4.0,754.8215456674473,3.372365339578454,331.61953727506426,0
Mercedes,EQG,2023,Performance,167624.71375,110.6,370.0,212.6,2.8,200.0,1000.0,801.0,FWD,5,Truck,79.1,2572.0,4,1,Germany,Luxury,35248.0,3.91,6.5,1515.5941568716094,3.3453887884267632,388.8024883359253,0
BYD,Yuan Plus,2025,Long Range,48600.01,81.4,288.0,69.6,5.38,167.0,474.0,373.0,FWD,5,Sedan,33.4,1500.0,4,0,China,Mid-range,222634.0,3.67,5.0,597.0517199017199,3.538083538083538,316.0,1
Volkswagen,ID.3,2023,Premium,40146.71,41.6,150.0,95.1,7.26,142.0,312.0,299.0,AWD,7,Coupe,37.3,1894.0,4,0,Germany,Mid-range,229072.0,3.13,5.0,965.0651442307692,3.605769230769231,164.73072861668427,1
Mercedes,GLE EV,2023,Long Range,167624.71375,104.6,359.0,140.1,5.11,174.0,1000.0,903.0,RWD,7,Sedan,35.4,1500.0,4,2,Germany,Luxury,20765.0,4.1,6.5,1602.5307241873804,3.432122370936902,666.6666666666666,0
